size,method,run,time_seconds,gflops
10,numba,0,1.7609260976314544e-05,0.11357660055638413
10,numba,1,1.7891637980937958e-05,0.11178406371349747
10,numba,2,1.4946237206459045e-05,0.13381294384486928
10,numba,3,1.4192797243595123e-05,0.1409165484205415
10,numba,4,1.4162622392177582e-05,0.14121678490169
10,numba,5,1.4256779104471207e-05,0.14028414029174097
10,numba,6,1.4066416770219804e-05,0.14218262068234935
10,numba,7,1.4092400670051575e-05,0.1419204610219673
10,numba,8,1.4120619744062423e-05,0.14163684287589287
10,numba,9,1.4088395982980727e-05,0.1419608025225916
50,numba,0,2.7281418442726136e-05,9.163746398481559
50,numba,1,2.985820174217224e-05,8.372908796007486
50,numba,2,2.8517376631498336e-05,8.766584781991032
50,numba,3,2.910066395998001e-05,8.59086927857751
50,numba,4,2.7762167155742647e-05,9.005060685555563
50,numba,5,2.8168968856334687e-05,8.875014249723932
50,numba,6,2.733338624238968e-05,9.146323758901495
50,numba,7,2.7539767324924468e-05,9.07778185089244
50,numba,8,2.8872210532426833e-05,8.658845145203589
50,numba,9,2.7189217507839204e-05,9.194821437134774
100,numba,0,0.00032395459711551664,6.173704641971277
100,numba,1,9.423904120922088e-05,21.222626783307177
100,numba,2,9.264200925827027e-05,21.58847822939956
100,numba,3,9.468775242567062e-05,21.12205590231946
100,numba,4,9.34918411076069e-05,21.392241037354772
100,numba,5,9.494815021753311e-05,21.064128110109092
100,numba,6,9.253779426217079e-05,21.612790924470897
100,numba,7,9.239362552762031e-05,21.646514990388773
100,numba,8,9.405678138136863e-05,21.26375122162295
100,numba,9,9.258799254894257e-05,21.60107315149735
250,numba,0,0.0013968023471534253,22.372528270506614
250,numba,1,0.0013743383809924127,22.738213843256208
250,numba,2,0.0013505575247108937,23.13859234295815
250,numba,3,0.0013367477804422379,23.37763372957427
250,numba,4,0.0013485858216881752,23.17242217546147
250,numba,5,0.0013383968733251094,23.34882920218021
250,numba,6,0.001349838450551033,23.150918531949568
250,numba,7,0.0013340603560209273,23.424727268868622
250,numba,8,0.0013503392226994037,23.14233303356878
250,numba,9,0.001343235746026039,23.26471737552628
500,numba,0,0.010811061318963765,23.12446415982056
500,numba,1,0.010756232216954232,23.24233941379064
500,numba,2,0.010720863845199347,23.319016416008914
500,numba,3,0.010655038245022296,23.463078616052105
500,numba,4,0.010750200971961022,23.25537919263622
500,numba,5,0.010711654555052519,23.339064820950462
500,numba,6,0.010780275333672762,23.190502307405055
500,numba,7,0.010719232819974422,23.322564608741892
500,numba,8,0.01168003622442484,21.404043206408016
500,numba,9,0.011060744617134332,22.602456584407708
1000,numba,0,0.10622842842712998,18.82735186440181
1000,numba,1,0.09816734837368131,20.373372950717293
1000,numba,2,0.09800856178626419,20.406380458490702
1000,numba,3,0.09442739523947238,21.180294075971325
1000,numba,4,0.07977202655747533,25.071445296165447
1000,numba,5,0.08002337701618671,24.99269681652463
1000,numba,6,0.08063171999529004,24.804134156096712
1000,numba,7,0.08082800675183535,24.743898561553806
1000,numba,8,0.08039045883342624,24.878574261457043
1000,numba,9,0.080394865013659,24.877210747977525
2500,numba,0,1.2576432337984442,24.848064347800776
2500,numba,1,1.2547914729453624,24.904536469830415
2500,numba,2,1.2479366586543619,25.041335057579424
2500,numba,3,1.2481016478501261,25.038024790551795
2500,numba,4,1.235530308075249,25.292783022605335
2500,numba,5,1.2496526301838458,25.00694932751238
2500,numba,6,1.2533799688331784,24.932582917446716
2500,numba,7,1.2498154743574559,25.00369105772672
2500,numba,8,1.2481222559697926,25.03761138023992
2500,numba,9,1.2348058378323912,25.30762249622744
5000,numba,0,18.392045690398664,13.592832695631534
5000,numba,1,18.102837822865695,13.80998948597026
5000,numba,2,17.90474975677207,13.962775430884932
5000,numba,3,18.276319485157728,13.67890292151141
5000,numba,4,18.08085533361882,13.826779507226076
5000,numba,5,18.1035308400169,13.80946082890019
5000,numba,6,17.974223471432925,13.908806708525345
5000,numba,7,18.04615618493408,13.853365638534907
5000,numba,8,18.054622618574648,13.846869318819175
5000,numba,9,18.052311565261334,13.848641992257843
7500,numba,0,71.17492368100211,11.854596483750251
7500,numba,1,71.25074224118143,11.84198190025774
7500,numba,2,70.9098919082433,11.898904049829946
7500,numba,3,71.40445997426286,11.816488778209688
7500,numba,4,70.8586669289507,11.907505977300136
7500,numba,5,71.17492368100211,11.854596483750251
7500,numba,6,71.25074224118143,11.84198190025774
7500,numba,7,70.9098919082433,11.898904049829946
7500,numba,8,71.40445997426286,11.816488778209688
7500,numba,9,70.8586669289507,11.907505977300136
10000,numba,0,162.7663179885596,12.287554481269119
10000,numba,1,166.13907648520544,12.038107122727979
10000,numba,2,165.44538482045755,12.088581389988082
10000,numba,3,165.1909722166136,12.107199159633348
10000,numba,4,165.93832571879028,12.052670721707342
10000,numba,5,162.7663179885596,12.287554481269119
10000,numba,6,166.13907648520544,12.038107122727979
10000,numba,7,165.44538482045755,12.088581389988082
10000,numba,8,165.1909722166136,12.107199159633348
10000,numba,9,165.93832571879028,12.052670721707342
