size,method,run,time_seconds,gflops
10,numpy,0,1.9189901649951935e-06,1.0422148255277845
10,numpy,1,1.8067937344312668e-06,1.106933216496652
10,numpy,2,1.7852522432804109e-06,1.1202898680160676
10,numpy,3,1.777028664946556e-06,1.1254742478001332
10,numpy,4,1.8981518223881721e-06,1.0536564970254523
10,numpy,5,1.7807399854063988e-06,1.1231285961962392
10,numpy,6,1.7787283286452293e-06,1.1243988009812058
10,numpy,7,1.779128797352314e-06,1.1241457071440724
10,numpy,8,1.7853500321507455e-06,1.1202285064462534
10,numpy,9,1.877918839454651e-06,1.0650087522317
50,numpy,0,8.809403516352176e-06,28.378765887604693
50,numpy,1,8.665728382766246e-06,28.849277170650918
50,numpy,2,8.521461859345436e-06,29.337689251736368
50,numpy,3,8.641486056149006e-06,28.93020926905367
50,numpy,4,8.607520721852779e-06,29.044368068182493
50,numpy,5,8.563939481973647e-06,29.192172659116565
50,numpy,6,8.673849515616894e-06,28.822266232528676
50,numpy,7,8.588479831814765e-06,29.10876021084798
50,numpy,8,8.584484457969666e-06,29.122307952681414
50,numpy,9,8.565238676965236e-06,29.187744723603885
100,numpy,0,4.565791692584753e-05,43.80401329408382
100,numpy,1,4.553569015115499e-05,43.92159190650305
100,numpy,2,4.580650012940169e-05,43.66192558589007
100,numpy,3,4.5603211037814614e-05,43.856560853611406
100,numpy,4,4.565421026200056e-05,43.80756974049912
100,numpy,5,4.573617130517959e-05,43.729064828246806
100,numpy,6,4.552928265184164e-05,43.927773149729184
100,numpy,7,4.5637679286301135e-05,43.8234378100889
100,numpy,8,4.5610330998897554e-05,43.849714663292886
100,numpy,9,4.545141942799091e-05,44.00302620182452
250,numpy,0,0.000632775160484016,49.38563008082771
250,numpy,1,0.0006303411023691296,49.57633237392777
250,numpy,2,0.0006287884991616011,49.69874614702301
250,numpy,3,0.0006304893782362341,49.56467321847749
250,numpy,4,0.0006280767591670156,49.7550650360717
250,numpy,5,0.0006299270316958427,49.608920442532956
250,numpy,6,0.0006276236241683364,49.790987459099156
250,numpy,7,0.0006268296297639608,49.854056853961275
250,numpy,8,0.0006167511595413089,50.668733275250425
250,numpy,9,0.0006028047297149897,51.84100001135562
500,numpy,0,0.003971620909869671,62.94659175016876
500,numpy,1,0.003030892750248313,82.4839479983309
500,numpy,2,0.002461590669117868,101.56034597319531
500,numpy,3,0.0023489619325846433,106.42999213057337
500,numpy,4,0.002362178871408105,105.83449163228437
500,numpy,5,0.0023504870804026724,106.36093347816717
500,numpy,6,0.00234942059032619,106.40921469292579
500,numpy,7,0.002351180678233504,106.32955702401854
500,numpy,8,0.002351767378859222,106.30303075352128
500,numpy,9,0.002352517480030656,106.26913598820198
1000,numpy,0,0.018389453189447524,108.75799184435056
1000,numpy,1,0.01835536734201014,108.95995502212462
1000,numpy,2,0.018362086811102928,108.92008193701973
1000,numpy,3,0.018383134729228912,108.79537301220066
1000,numpy,4,0.018432832597754897,108.50204326401784
1000,numpy,5,0.01846940109040588,108.28721463193088
1000,numpy,6,0.018396194456145168,108.71813758915279
1000,numpy,7,0.018392415679991246,108.7404740517996
1000,numpy,8,0.0183943352708593,108.72912614398427
1000,numpy,9,0.018402198175899685,108.682668281406
2500,numpy,0,0.28702174056321383,108.87676988746253
2500,numpy,1,0.2870359111111611,108.87139479874257
2500,numpy,2,0.2872008730797097,108.80886142475924
2500,numpy,3,0.28720690369140356,108.80657671647518
2500,numpy,4,0.287205374231562,108.80715614605595
2500,numpy,5,0.2871293303882703,108.8359728270958
2500,numpy,6,0.28720889137126504,108.80582370134287
2500,numpy,7,0.2872375855408609,108.79495432729342
2500,numpy,8,0.2872027158970013,108.80816325987355
2500,numpy,9,0.2870931938663125,108.84967204952912
5000,numpy,0,2.271422400707379,110.06319208710083
5000,numpy,1,2.2879093874106182,109.27006173218332
5000,numpy,2,2.2948724481184035,108.9385164761459
5000,numpy,3,2.2911699963081626,109.11455736712387
5000,numpy,4,2.273535915678367,109.96087560174134
5000,numpy,5,2.2734978099400176,109.9627186386407
5000,numpy,6,2.272542657488957,110.00893610342047
5000,numpy,7,2.272492492957972,110.01136451482375
5000,numpy,8,2.307511719223112,108.34181162216132
5000,numpy,9,2.3127535863686353,108.09625438416764
7500,numpy,0,7.72377148874104,109.2406735789551
7500,numpy,1,7.6898567883018405,109.72245949801703
7500,numpy,2,7.681295221480541,109.84475608234341
7500,numpy,3,7.68961607599631,109.72589420085957
7500,numpy,4,7.669673877740279,110.01119649282853
7500,numpy,5,7.659077323987149,110.1634001471031
7500,numpy,6,7.698066640519537,109.60544243132921
7500,numpy,7,7.669967422662303,110.00698614533725
7500,numpy,8,7.673592429999262,109.95501881249656
7500,numpy,9,7.736969457250089,109.05432736448849
10000,numpy,0,18.199223556257785,109.89479819386591
10000,numpy,1,18.29275462582242,109.33290479809749
10000,numpy,2,18.325346195977183,109.13845657328122
10000,numpy,3,18.31067435786128,109.22590620707228
10000,numpy,4,18.305537481238133,109.25655704181628
10000,numpy,5,18.34877125287894,108.99912437930676
10000,numpy,6,18.301671550739556,109.27963571279267
10000,numpy,7,18.268489399040117,109.47812686171449
10000,numpy,8,18.286739896168,109.36886571121961
10000,numpy,9,18.29829356107861,109.2998094780871
