,size,method,run,time_seconds,gflops,cpus
3,10,numpy,3,1.777028664946556e-06,1.1254742478001332,8
4,10,numpy,4,1.898151822388172e-06,1.0536564970254525,8
5,10,numpy,5,1.7807399854063988e-06,1.1231285961962392,8
6,10,numpy,6,1.7787283286452291e-06,1.1243988009812058,8
7,10,numpy,7,1.779128797352314e-06,1.1241457071440724,8
8,10,numpy,8,1.7853500321507457e-06,1.1202285064462534,8
9,10,numpy,9,1.877918839454651e-06,1.0650087522317,8
10,50,numpy,0,8.809403516352176e-06,28.378765887604693,8
11,50,numpy,1,8.665728382766246e-06,28.84927717065092,8
12,50,numpy,2,8.521461859345436e-06,29.337689251736368,8
13,50,numpy,3,8.641486056149006e-06,28.93020926905367,8
14,50,numpy,4,8.607520721852779e-06,29.044368068182493,8
15,50,numpy,5,8.563939481973647e-06,29.192172659116565,8
16,50,numpy,6,8.673849515616894e-06,28.822266232528676,8
17,50,numpy,7,8.588479831814765e-06,29.10876021084798,8
18,50,numpy,8,8.584484457969666e-06,29.122307952681417,8
19,50,numpy,9,8.565238676965236e-06,29.187744723603885,8
20,100,numpy,0,4.565791692584753e-05,43.80401329408382,8
21,100,numpy,1,4.553569015115499e-05,43.92159190650305,8
22,100,numpy,2,4.580650012940169e-05,43.66192558589007,8
23,100,numpy,3,4.5603211037814614e-05,43.856560853611406,8
24,100,numpy,4,4.565421026200056e-05,43.80756974049912,8
25,100,numpy,5,4.573617130517959e-05,43.729064828246806,8
26,100,numpy,6,4.552928265184164e-05,43.927773149729184,8
27,100,numpy,7,4.5637679286301135e-05,43.8234378100889,8
28,100,numpy,8,4.5610330998897554e-05,43.849714663292886,8
29,100,numpy,9,4.545141942799091e-05,44.00302620182452,8
30,250,numpy,0,0.000632775160484,49.38563008082771,8
31,250,numpy,1,0.0006303411023691,49.57633237392777,8
32,250,numpy,2,0.0006287884991616,49.69874614702301,8
33,250,numpy,3,0.0006304893782362,49.56467321847749,8
34,250,numpy,4,0.000628076759167,49.7550650360717,8
35,250,numpy,5,0.0006299270316958,49.60892044253296,8
36,250,numpy,6,0.0006276236241683,49.79098745909915,8
37,250,numpy,7,0.0006268296297639,49.854056853961275,8
38,250,numpy,8,0.0006167511595413,50.668733275250425,8
39,250,numpy,9,0.0006028047297149,51.84100001135562,8
40,500,numpy,0,0.0039716209098696,62.94659175016876,8
41,500,numpy,1,0.0030308927502483,82.4839479983309,8
42,500,numpy,2,0.0024615906691178,101.56034597319533,8
43,500,numpy,3,0.0023489619325846,106.42999213057335,8
44,500,numpy,4,0.0023621788714081,105.83449163228435,8
45,500,numpy,5,0.0023504870804026,106.36093347816715,8
46,500,numpy,6,0.0023494205903261,106.4092146929258,8
47,500,numpy,7,0.0023511806782335,106.32955702401854,8
48,500,numpy,8,0.0023517673788592,106.30303075352128,8
49,500,numpy,9,0.0023525174800306,106.26913598820198,8
50,1000,numpy,0,0.0183894531894475,108.75799184435056,8
51,1000,numpy,1,0.0183553673420101,108.95995502212462,8
52,1000,numpy,2,0.0183620868111029,108.92008193701972,8
53,1000,numpy,3,0.0183831347292289,108.79537301220066,8
54,1000,numpy,4,0.0184328325977548,108.50204326401784,8
55,1000,numpy,5,0.0184694010904058,108.28721463193088,8
56,1000,numpy,6,0.0183961944561451,108.7181375891528,8
57,1000,numpy,7,0.0183924156799912,108.7404740517996,8
58,1000,numpy,8,0.0183943352708593,108.72912614398427,8
59,1000,numpy,9,0.0184021981758996,108.682668281406,8
60,2500,numpy,0,0.2870217405632138,108.87676988746252,8
61,2500,numpy,1,0.2870359111111611,108.87139479874256,8
62,2500,numpy,2,0.2872008730797097,108.80886142475924,8
63,2500,numpy,3,0.2872069036914035,108.80657671647518,8
64,2500,numpy,4,0.287205374231562,108.80715614605596,8
65,2500,numpy,5,0.2871293303882703,108.8359728270958,8
66,2500,numpy,6,0.287208891371265,108.80582370134287,8
67,2500,numpy,7,0.2872375855408609,108.79495432729342,8
68,2500,numpy,8,0.2872027158970013,108.80816325987357,8
69,2500,numpy,9,0.2870931938663125,108.84967204952912,8
70,5000,numpy,0,2.271422400707379,110.06319208710084,8
