,size,method,run,time_seconds,gflops,cpus
21,100,naive,1,0.4462650021538138,0.0044816420520259,8
22,100,naive,2,0.4454265078529715,0.0044900785308901,8
23,100,naive,3,0.4452827643603086,0.0044915279909232,8
24,100,naive,4,0.4448798478581011,0.0044955958549912,8
25,100,naive,5,0.445149893220514,0.0044928686504463,8
26,100,naive,6,0.4441998178139329,0.0045024782086645,8
27,100,naive,7,0.4451086557470262,0.0044932848961191,8
28,100,naive,8,0.4447566144168376,0.0044968414975062,8
29,100,naive,9,0.4461025448516011,0.004483274133003,8
30,250,naive,0,6.958616395574063,0.0044908352786735,8
31,250,naive,1,6.95617951862514,0.0044924085004316,8
32,250,naive,2,6.963529351446778,0.0044876668744861,8
33,250,naive,3,6.777589959371835,0.0046107835067225,8
34,250,naive,4,6.435983298718929,0.0048555129107032,8
35,250,naive,5,6.434474476613104,0.004856651481575,8
36,250,naive,6,6.434427217114717,0.0048566871526464,8
37,250,naive,7,6.433430179767311,0.004857439830198,8
38,250,naive,8,6.433598001487553,0.0048573131228862,8
39,250,naive,9,6.440238446369767,0.0048523048114181,8
40,500,naive,0,52.85029328437522,0.0047303427183423,8
41,500,naive,1,51.97599675701931,0.004809912567309,8
42,500,naive,2,51.842534561827776,0.0048222950924949,8
43,500,naive,3,52.07186450697482,0.0048010571998341,8
44,500,naive,4,52.147192211821675,0.0047941219727516,8
45,500,naive,5,52.377739920001474,0.0047730199963158,8
46,500,naive,6,52.63678122432903,0.0047495305409071,8
47,500,naive,7,52.12063661003485,0.0047965645905381,8
48,500,naive,8,52.11362298261374,0.0047972101284035,8
49,500,naive,9,52.91691083479672,0.0047243876495452,8
0,10,numba,0,1.7609260976314544e-05,0.1135766005563841,8
1,10,numba,1,1.7891637980937958e-05,0.1117840637134974,8
2,10,numba,2,1.4946237206459043e-05,0.1338129438448692,8
3,10,numba,3,1.4192797243595125e-05,0.1409165484205415,8
4,10,numba,4,1.4162622392177582e-05,0.14121678490169,8
5,10,numba,5,1.4256779104471209e-05,0.1402841402917409,8
6,10,numba,6,1.4066416770219804e-05,0.1421826206823493,8
7,10,numba,7,1.4092400670051577e-05,0.1419204610219673,8
8,10,numba,8,1.4120619744062423e-05,0.1416368428758928,8
9,10,numba,9,1.4088395982980727e-05,0.1419608025225916,8
10,50,numba,0,2.7281418442726136e-05,9.16374639848156,8
11,50,numba,1,2.985820174217224e-05,8.372908796007486,8
12,50,numba,2,2.8517376631498336e-05,8.766584781991032,8
13,50,numba,3,2.910066395998001e-05,8.59086927857751,8
14,50,numba,4,2.7762167155742647e-05,9.005060685555563,8
15,50,numba,5,2.8168968856334687e-05,8.875014249723932,8
16,50,numba,6,2.733338624238968e-05,9.146323758901495,8
17,50,numba,7,2.7539767324924468e-05,9.07778185089244,8
18,50,numba,8,2.8872210532426833e-05,8.658845145203589,8
19,50,numba,9,2.7189217507839204e-05,9.194821437134774,8
20,100,numba,0,0.0003239545971155,6.173704641971277,8
21,100,numba,1,9.423904120922088e-05,21.222626783307177,8
22,100,numba,2,9.264200925827028e-05,21.58847822939956,8
23,100,numba,3,9.468775242567062e-05,21.12205590231946,8
24,100,numba,4,9.34918411076069e-05,21.392241037354772,8
25,100,numba,5,9.494815021753311e-05,21.064128110109092,8
26,100,numba,6,9.25377942621708e-05,21.612790924470897,8
27,100,numba,7,9.239362552762032e-05,21.646514990388773,8
28,100,numba,8,9.405678138136863e-05,21.26375122162295,8
29,100,numba,9,9.258799254894256e-05,21.60107315149735,8
30,250,numba,0,0.0013968023471534,22.372528270506617,8
31,250,numba,1,0.0013743383809924,22.738213843256208,8
32,250,numba,2,0.0013505575247108,23.13859234295815,8
33,250,numba,3,0.0013367477804422,23.37763372957427,8
34,250,numba,4,0.0013485858216881,23.17242217546147,8
35,250,numba,5,0.0013383968733251,23.34882920218021,8
36,250,numba,6,0.001349838450551,23.150918531949568,8
37,250,numba,7,0.0013340603560209,23.424727268868622,8
38,250,numba,8,0.0013503392226994,23.14233303356878,8
39,250,numba,9,0.001343235746026,23.26471737552628,8
40,500,numba,0,0.0108110613189637,23.12446415982056,8
41,500,numba,1,0.0107562322169542,23.24233941379064,8
42,500,numba,2,0.0107208638451993,23.31901641600891,8
43,500,numba,3,0.0106550382450222,23.463078616052105,8
44,500,numba,4,0.010750200971961,23.25537919263622,8
45,500,numba,5,0.0107116545550525,23.339064820950465,8
46,500,numba,6,0.0107802753336727,23.190502307405055,8
47,500,numba,7,0.0107192328199744,23.322564608741892,8
48,500,numba,8,0.0116800362244248,21.404043206408016,8
49,500,numba,9,0.0110607446171343,22.602456584407708,8
50,1000,numba,0,0.1062284284271299,18.82735186440181,8
51,1000,numba,1,0.0981673483736813,20.373372950717293,8
52,1000,numba,2,0.0980085617862641,20.406380458490705,8
53,1000,numba,3,0.0944273952394723,21.180294075971325,8
54,1000,numba,4,0.0797720265574753,25.071445296165447,8
55,1000,numba,5,0.0800233770161867,24.99269681652463,8
56,1000,numba,6,0.08063171999529,24.804134156096712,8
57,1000,numba,7,0.0808280067518353,24.74389856155381,8
58,1000,numba,8,0.0803904588334262,24.878574261457043,8
59,1000,numba,9,0.080394865013659,24.877210747977525,8
60,2500,numba,0,1.2576432337984442,24.848064347800776,8
61,2500,numba,1,1.2547914729453624,24.904536469830415,8
62,2500,numba,2,1.247936658654362,25.041335057579424,8
63,2500,numba,3,1.248101647850126,25.038024790551795,8
64,2500,numba,4,1.235530308075249,25.292783022605335,8
65,2500,numba,5,1.2496526301838458,25.00694932751238,8
66,2500,numba,6,1.2533799688331784,24.932582917446716,8
67,2500,numba,7,1.249815474357456,25.00369105772672,8
68,2500,numba,8,1.2481222559697926,25.03761138023992,8
69,2500,numba,9,1.2348058378323912,25.30762249622744,8
70,5000,numba,0,18.392045690398664,13.592832695631534,8
71,5000,numba,1,18.102837822865695,13.80998948597026,8
72,5000,numba,2,17.90474975677207,13.962775430884932,8
73,5000,numba,3,18.276319485157728,13.67890292151141,8
74,5000,numba,4,18.08085533361882,13.826779507226076,8
75,5000,numba,5,18.1035308400169,13.80946082890019,8
76,5000,numba,6,17.974223471432925,13.908806708525344,8
77,5000,numba,7,18.04615618493408,13.853365638534909,8
78,5000,numba,8,18.054622618574648,13.846869318819175,8
79,5000,numba,9,18.052311565261338,13.848641992257845,8
80,7500,numba,0,71.17492368100211,11.854596483750251,8
81,7500,numba,1,71.25074224118143,11.84198190025774,8
82,7500,numba,2,70.9098919082433,11.898904049829946,8
83,7500,numba,3,71.40445997426286,11.816488778209688,8
84,7500,numba,4,70.8586669289507,11.907505977300136,8
85,7500,numba,5,71.17492368100211,11.854596483750251,8
86,7500,numba,6,71.25074224118143,11.84198190025774,8
87,7500,numba,7,70.9098919082433,11.898904049829946,8
88,7500,numba,8,71.40445997426286,11.816488778209688,8
89,7500,numba,9,70.8586669289507,11.907505977300136,8
90,10000,numba,0,162.7663179885596,12.28755448126912,8
91,10000,numba,1,166.13907648520544,12.03810712272798,8
92,10000,numba,2,165.44538482045755,12.088581389988082,8
93,10000,numba,3,165.1909722166136,12.107199159633348,8
94,10000,numba,4,165.93832571879028,12.052670721707342,8
95,10000,numba,5,162.7663179885596,12.28755448126912,8
96,10000,numba,6,166.13907648520544,12.03810712272798,8
97,10000,numba,7,165.44538482045755,12.088581389988082,8
98,10000,numba,8,165.1909722166136,12.107199159633348,8
99,10000,numba,9,165.93832571879028,12.052670721707342,8
