size,method,run,time_seconds,gflops
10,naive,0,0.0008392185904085636,0.002383169323056015
10,naive,1,0.0008297810330986976,0.002410274422074084
10,naive,2,0.0008319489657878876,0.0024039936128845635
10,naive,3,0.0006956735625863076,0.002874911607341516
10,naive,4,0.0006859353743493557,0.002915726575403843
10,naive,5,0.0006883357651531697,0.0029055587421858817
10,naive,6,0.0006919847801327705,0.002890236978357041
10,naive,7,0.0006935336627066135,0.0028837821544158595
10,naive,8,0.0006916159763932228,0.0028917781952204165
10,naive,9,0.0006920508109033108,0.0028899612116478368
50,naive,0,0.08520675795152784,0.002934039576323503
50,naive,1,0.08466074457392096,0.002952962453356575
50,naive,2,0.08435659660026432,0.0029636093687451666
50,naive,3,0.07102097943425179,0.0035200866278032594
50,naive,4,0.05740896258503199,0.00435472073946136
50,naive,5,0.056473507545888424,0.004426854482110194
50,naive,6,0.056224188208580016,0.004446484830915693
50,naive,7,0.056334725394845006,0.004437760160323363
50,naive,8,0.05634329942986369,0.0044370848446885994
50,naive,9,0.05624533360823989,0.004444813177592661
100,naive,0,0.45034468062222005,0.004441042796901018
100,naive,1,0.45064677875488995,0.00443806567424243
100,naive,2,0.4500310730189085,0.004444137571620456
100,naive,3,0.45045800507068634,0.004439925536868099
100,naive,4,0.45003581177443264,0.004444090776052377
100,naive,5,0.450368529651314,0.004440807623810765
100,naive,6,0.4501179579645395,0.0044432797328151944
100,naive,7,0.45016616443172097,0.004442803920025292
100,naive,8,0.45007372526451944,0.004443716412960011
100,naive,9,0.45046744113788006,0.0044398325325089045
250,naive,0,7.0209018971771,0.004450995108273015
250,naive,1,6.997697589639574,0.004465754571370321
250,naive,2,7.005829950608313,0.004460570727567627
250,naive,3,7.010033028386533,0.004457896257186776
250,naive,4,7.012657901458442,0.004456227644228995
250,naive,5,7.0085107931867245,0.004458864503765832
250,naive,6,7.012026976794004,0.004456628604456387
250,naive,7,6.995083570387214,0.004467423396096775
250,naive,8,7.030795667599887,0.004444731645951511
250,naive,9,7.031774576753378,0.00444411288486275
500,naive,0,52.337314451765266,0.004776706688502391
500,naive,1,52.37763766124844,0.0047730293148551504
500,naive,2,51.93967955680564,0.0048132757485840625
500,naive,3,51.84268076503649,0.004822281492985677
500,naive,4,52.03750948999077,0.004804226844255232
500,naive,5,52.337314451765266,0.004776706688502391
500,naive,6,52.37763766124844,0.0047730293148551504
500,naive,7,51.93967955680564,0.0048132757485840625
500,naive,8,51.84268076503649,0.004822281492985677
500,naive,9,52.03750948999077,0.004804226844255232
